variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v3308,1653,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: بانجھ پن هميشه مستقل هوندو آهي ۽ ان جو علاج ممڪن ناهي. ڇا اهو سچ آهي؟,infertility هميشه لاءِ رهي ٿي ۽ ڪو علاج ناهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3309,1654,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: عمر رسيده مردن ۾ زرخيزي جي مسئلن جو ڪو امڪان نه هوندو آهي. ڇا اهو سچ آهي؟,وڏي عمر جي مردن ۾ زرخيزي جي مسئلن جو امڪان نه هوندو آهي، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3310,1654,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: عمر رسيده مردن ۾ زرخيزي جي مسئلن جو ڪو امڪان نه هوندو آهي. ڇا اهو سچ آهي؟,بزرگ مردن کي infertility جو ڪو خطرو ناهي، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3311,1655,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ دفعو حمل ٿيڻ کان پوءِ وري به اهو ساڳئي آسانيءَ سان ٿيندو. ڇا اهو سچ آهي؟,هڪ ڀيرو حمل ٿيڻ بعد وري به اهو ساڳي آسانيءَ سان ٿيندو، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3312,1655,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: هڪ دفعو حمل ٿيڻ کان پوءِ وري به اهو ساڳئي آسانيءَ سان ٿيندو. ڇا اهو سچ آهي؟,پهريون حمل آسان هو ته ايندڙ به هميشه آسان هوندو، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3313,1656,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: زرخيزي جا مسئلا صرف پراڻي وقت جي عورتن کي ٿيندا آهن، نوجوانن کي نه. ڇا اهو سچ آهي؟,زرخيزي جا مسئلا صرف پراڻي عمر جي عورتن کي ٿيندا آهن، نوجوانن کي نه، اهو صحيح آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3314,1656,زرخيزي ۽ پيداواري صحت,زرخيزي بابت افسانا,افسانه: زرخيزي جا مسئلا صرف پراڻي وقت جي عورتن کي ٿيندا آهن، نوجوانن کي نه. ڇا اهو سچ آهي؟,infertility رڳو وڏي عمر ۾ ٿئي ٿي، نوجوانيءَ ۾ نه، اهو خيال درست آهي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3315,1657,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,عورتن جي پيدائشي عضون جا مکيه ڪهڙا آهن؟,عورتن جي پيدائشي عضون جا مکيه حصا ڪهڙا آهن؟,auto_ok,genuine reword - needs native-speaker review
v3316,1657,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,عورتن جي پيدائشي عضون جا مکيه ڪهڙا آهن؟,عورت جي reproductive system ۾ ڪهڙا اهم عضوا شامل آهن؟,auto_ok,genuine reword - needs native-speaker review
v3317,1658,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ovaries جو ڪم ڇا آهي؟,اووريز جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3318,1658,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ovaries جو ڪم ڇا آهي؟,ovaries ڇا ڪم ڪن ٿيون؟,auto_ok,genuine reword - needs native-speaker review
v3319,1659,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,فيلوپيئن ٽيوب جو ڪم ڇا آهي؟,fallopian tube جو ڪم ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v3320,1659,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,فيلوپيئن ٽيوب جو ڪم ڇا آهي؟,fallopian tube جو ڪم ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v3321,1660,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,رحم (uterus) جو ڪم ڇا آهي؟,uterus جسم ۾ ڪهڙو ڪردار ادا ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3322,1660,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,رحم (uterus) جو ڪم ڇا آهي؟,uterus جسم ۾ ڪهڙو ڪردار ادا ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3323,1661,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,سروڪس (cervix) ڇا آهي ۽ ان جو ڪم ڇا آهي؟,سروڪس ڇا آهي ۽ ان جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3324,1661,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,سروڪس (cervix) ڇا آهي ۽ ان جو ڪم ڇا آهي؟,cervix ڪهڙي شيءِ آهي ۽ ڇا ڪم ڪري ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3325,1662,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,مرد جي پيدائشي نظام جا مکيه عضوا ڪهڙا آهن؟,مرد جي reproductive system ۾ ڪهڙا اهم حصا شامل آهن؟,auto_ok,genuine reword - needs native-speaker review
v3326,1662,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,مرد جي پيدائشي نظام جا مکيه عضوا ڪهڙا آهن؟,مرد جي reproductive system ۾ ڪهڙا اهم حصا شامل آهن؟,auto_ok,genuine reword - needs native-speaker review
v3327,1663,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اسپرم ڪٿي پيدا ٿئي ٿو ۽ ڪيئن پختو ٿئي ٿو؟,sperm جي پيدائش ۽ پختگي ڪٿي ٿئي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3328,1663,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اسپرم ڪٿي پيدا ٿئي ٿو ۽ ڪيئن پختو ٿئي ٿو؟,sperm جي پيدائش ۽ پختگي ڪٿي ٿئي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3329,1664,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووري (ovary) جو ڪم ڇا آهي؟,اووري جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3330,1664,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووري (ovary) جو ڪم ڇا آهي؟,ovary جو ڇا ڪم آهي؟,auto_ok,genuine reword - needs native-speaker review
v3331,1665,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ڪيفين جي مقدار جو تعلق زرخيزي سان ڪيئن آهي؟,ڪيفين جي مقدار جو زرخيزي سان ڪهڙو تعلق آهي؟,auto_ok,genuine reword - needs native-speaker review
v3332,1665,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ڪيفين جي مقدار جو تعلق زرخيزي سان ڪيئن آهي؟,چانهه/ڪافي جي مقدار fertility سان ڪيئن جڙيل آهي؟,auto_ok,genuine reword - needs native-speaker review
v3333,1666,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ڇا غير منظم دورن کي زرخيز مسئلو سگنل ڏئي سگھي ٿو؟,بي قاعده ماهواري زرخيزي جي مسئلي جي نشاني ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3334,1666,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ڇا غير منظم دورن کي زرخيز مسئلو سگنل ڏئي سگھي ٿو؟,irregular period سان infertility جو سگنل ملي سگهي ٿو ڇا؟,auto_ok,genuine reword - needs native-speaker review
v3335,1667,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,تايرايڊ جو ڪم زرخيزي کي ڪيئن متاثر ڪري ٿو؟,ٿائرائيڊ جو ڪم زرخيزي کي ڪيئن متاثر ڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3336,1667,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,تايرايڊ جو ڪم زرخيزي کي ڪيئن متاثر ڪري ٿو؟,thyroid function fertility تي ڪيئن اثر وجهي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3337,1668,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,وينجن (vagina) جو پيدائشي نظام ۾ ڪهڙو ڪردار آهي؟,ويجاينا پيدائشي نظام ۾ ڪهڙو ڪردار ادا ڪري ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3338,1668,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,وينجن (vagina) جو پيدائشي نظام ۾ ڪهڙو ڪردار آهي؟,vagina reproductive system ۾ ڇا ڪم ڪري ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3339,1669,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووم (انڊو) ڪٿي پيدا ٿئي ٿو ۽ ڪيئن خارج ٿئي ٿو؟,ova ڪٿان ٺهي ٿو ۽ ovulation ۾ ڪيئن نڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3340,1669,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووم (انڊو) ڪٿي پيدا ٿئي ٿو ۽ ڪيئن خارج ٿئي ٿو؟,ova ڪٿان ٺهي ٿو ۽ ovulation ۾ ڪيئن نڪري ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3341,1670,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووري ۾ ڪيترا انڊا هڪ عورت جي ڄمڻ سان موجود هوندا آهن؟,اووري ۾ عورت جي ڄمڻ سان ڪيترا انڊا موجود هوندا آهن؟,auto_ok,genuine reword - needs native-speaker review
v3342,1670,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اووري ۾ ڪيترا انڊا هڪ عورت جي ڄمڻ سان موجود هوندا آهن؟,پيدائش وقت عورت جي اووري ۾ ڪيترا eggs هوندا آهن؟,auto_ok,genuine reword - needs native-speaker review
v3343,1671,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اينڊوميٽريم (endometrium) ڇا آهي ۽ ان جو ڪم ڇا آهي؟,اينڊوميٽريم ڇا آهي ۽ ان جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3344,1671,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,اينڊوميٽريم (endometrium) ڇا آهي ۽ ان جو ڪم ڇا آهي؟,endometrium جو مطلب ۽ ان جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3345,1672,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ويجاينا ۽ سروڪس جي وچ ۾ ڪهڙو تعلق آهي؟,ويجاينا ۽ سروڪس ۾ ڪهڙو تعلق آهي؟,auto_ok,genuine reword - needs native-speaker review
v3346,1672,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ويجاينا ۽ سروڪس جي وچ ۾ ڪهڙو تعلق آهي؟,vagina ۽ cervix ۾ ڪيئن ناتو آهي؟,auto_ok,genuine reword - needs native-speaker review
v3347,1673,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ٽيسٽس (testes) ۾ اسپرم پيدا ٿيڻ ۾ ڪيترو وقت لڳي ٿو؟,ٽيسٽس ۾ اسپرم پيدا ٿيڻ ۾ ڪيترو وقت لڳي ٿو؟,auto_ok,genuine reword - needs native-speaker review
v3348,1673,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ٽيسٽس (testes) ۾ اسپرم پيدا ٿيڻ ۾ ڪيترو وقت لڳي ٿو؟,testes ۾ sperm ٺهڻ ۾ ڪيترا ڏينهن لڳن ٿا؟,auto_ok,genuine reword - needs native-speaker review
v3349,1674,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,سيمينل ويسيڪل (seminal vesicle) جو ڪم ڇا آهي؟,سيمينل ويسيڪل جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3350,1674,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,سيمينل ويسيڪل (seminal vesicle) جو ڪم ڇا آهي؟,seminal vesicle ڇا ڪم ڪري ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3351,1675,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,پروسٽيٽ گلينڊ (prostate gland) جو ڪم ڇا آهي؟,پروسٽيٽ گلينڊ جو ڪم ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3352,1675,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,پروسٽيٽ گلينڊ (prostate gland) جو ڪم ڇا آهي؟,prostate gland ڇا ڪم ڏئي ٿي؟,auto_ok,genuine reword - needs native-speaker review
v3353,1676,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ايپيديڊائميس (epididymis) ڇا آهي؟,ايپيديڊائميس ڇا آهي؟,auto_ok,genuine reword - needs native-speaker review
v3354,1676,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,ايپيديڊائميس (epididymis) ڇا آهي؟,epididymis جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - needs native-speaker review
v3355,1677,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,حيض جو چڪر ڪيترن مرحلن تي مشتمل هوندو آهي؟,menstrual cycle ڪيترن حصن ۾ ورهايل آهي؟,auto_ok,genuine reword - needs native-speaker review
v3356,1677,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,حيض جو چڪر ڪيترن مرحلن تي مشتمل هوندو آهي؟,menstrual cycle ڪيترن حصن ۾ ورهايل آهي؟,auto_ok,genuine reword - needs native-speaker review
v3357,1678,زرخيزي ۽ پيداواري صحت,پيدائشي عضوو اناتومي ۽ فنڪشن,جسم ۾ زرخيزي سان لاڳاپيل مکيه هارمون ڪهڙا آهن؟,fertility سان لاڳاپيل جسم جا اهم هارمون ڪهڙا آهن؟,auto_ok,genuine reword - needs native-speaker review
